record_id,title,content,publication_date
822914,surat kabar luar negeri memberitakan jokowi tukang ngibul,"horeeee akhirnya….surat kabar luar negeri memberitakan “jokowi tukang ngibul” sadissss…😂😂😂
cebong berani komen kagak ya😆😃😉😉😉",24-mar-19
823543,foto prabowo berpakaian pendeta,haleluya…. mari kita bersholawat kepada nabi… (dasar kamprettt..!!!),15-dec-18
823748,ya robb jangan biarkan kecurangan terjadi aamiin,ya robb jangan biarkan kecurangan terjadi aamiin,2-nov-18
823825,soal tes cpns 2018 telah bocor,"ternyata soal tiu cpns 2018 telah bocor, ayo pelajari – ternyata soal tiu cpns 2018 telah bocor, ayo pelajari. ternyata soal tiu cpns 2018 telah bocor, ayo pelajari. ternyata soal tiu cpns 2018 telah bocor, ayo pelajari. ternyata soal tiu cpns 2018 telah bocor, ayo pelajari. ternyata soal tiu cpns 2018 telah bocor, ayo pelajari lolos cpns 2018: contoh soal cpns 2018 dan pembahasannya…",23-oct-18
823996,wali kota palu meninggal karena tsunami,"innalilahi wa innailaihi rojiun
 walikota palu meninggal dlm musibah tsunami di palu",30-sep-18
824171,minuman red bull mengandung sperma banteng,"energy drinks such as red bull have long been dogged by rumors that they contain dangerous ingredients such as “artificially manufactured stimulants,” and in more recent years such rumors have taken a turn towards the bizarre with claims that various brands of energy drink include “bull semen” or “bull sperm.”",5-sep-18
824238,klarifikasi bmkg terkait foto indonesia very high seismic risk,"bencana biasa saja bukan nasional tapi minta bantu apbd seluruh daerah nasional, ayo para turis yang mau nonton wisata gempa bisa datang ke ntb ( kalau hutang sudah terlalu besar ketakutan rugi semakin besar )",24-agu-18
824328,banser garis lurus dukung pa prabowo,sebut saja banser garis lurus dukung pa prabowo share tembus 7 jt,13-agu-18
824706,rektor ipb bantah sebut ada aliran sesat di kampusnya pada tahun 2000-an,"dalam berita tersebut, saya ditulis menyatakan bahwa ada aliran sesat pada tahun 2000-an. padahal saya tidak pernah menyatakan ada aliran sesat,",8-jun-18
824758,nomor imei di ponsel bisa disadap polisi,"ketik aja *#06# di fitur call. kalau keluar 1 imei, aman. kalau ada 2 deret imei atau lebih, itu disadap. gitu aja repot.",25-may-18
825027,"ditarget rampung 2019, jalan trans papua dibangun sejak era habibie","siapa pencipta jalan trans papua? ini jawabannya
 
 bersama: eny wijayanti
 
 *maaf mungkin banyak sekali rakyat indonesia yg belum faham cerita ini, # maklum karena sangat kuatnya pencitraan terhadap penguasa selama 4 tahun terakhir ini.
 baiklah kita urai saja ceritanya biar rakyat tidak dapat info hoax yang berkelanjutan. …",15-apr-18
825057,demonstrasi anti jilbab di hindia,"demonstrasi anti jilbab di hindia.
 para demonstran hindu mrlakukan pembakaran jilbab..krn mereka protes pada muslimah..tapi allah bayar tunai atas perbuatannya..saat dilakukan pembakaran salah satu demonstran pala terbakar..allahu akbar..",7-apr-18
825581,"viral kabar ahok tebus ijazah siswi, ini hasil investigasi disdik",disdik jatim menelusuri kabar viral tentang siswi sma di lamongan meminta tolong kepada basuki tjahaja purnama (ahok) untuk menebus ijazahnya,3-jan-18
825649,tilapia mutant fish | nila ikan mutan,"stop eating this mutant”
“stop eating this fake ass fish..
———-
",16-dec-17
825726,video duel 10 vs 10 pendukung persija dan persib di cileungsi,video duel 10 vs 10 pendukung persija dan persib di cileungsi,6-dec-17
825739,akun twitter kementerian luar negeri ri unggah video porno,“akun twitter kemlu ri posting film porno.. kok iso yak? ???..”.,5-dec-17
825978,jokowi pernah bilang kangen didemo dan janji sediakan makanan,jokowi pernah bilang kangen didemo dan janji sediakan makanan,24-oct-17
826017,makam berdarah,"sejak minggu 8 oktober 2017 lalu, masyarakat kota balikpapan dibuat heboh adanya makam yang mengeluarkan darah atau disebut makam berdarah. yaitu sebuah makam seorang perempuan yang mengeluarkan cairan seperti darah. kabar tersebut pun menjadi tersebar dan viral di masyarakat.",16-oct-17
826053,masjid pohon pertama di dunia,inilah masjid pohon pertama didunia.. semoga yg like & komen aamiin besok pagi rezekinya berlimpah aamiin..,6-oct-17
826124,whatsapp dikenakan biaya pasca diakuisisi facebook,"mulai hari senin besok whatsapp akan dikenakan bayaran (biaya) karena sekarang whatsapp sdh diakuisisi oleh facebook. jadi kalau anda punya kontak sekurangnya 10 org, maka kirimilah mereka pesan ini. dengan begitu kita akan melihat bahwa anda adalah pengguna yang sangat membutuhkan whatsapp ini, dan kemudian logo anda akan menjadi biru (￼?) dan akan tetap gratis. (seperti berita yang dimuat dalam koran hari ini). whatsapp akan dikenakan biaya sebesar 0.01€ per pesan (message). kirimlah pesan ini ke 10 org. apabila anda mengirim pesan tsb maka warna logo anda akan menjadi biru, kalau tdk setiap penggunaan whatsapp akan dikenakan biaya. akuisisi facebook terhadapiji whatsapp rampung | bisnis | tempo.co – https://m.tempo.co/…/akuisisi-facebook-terhadap-whatsapp-ra…",24-sep-17
826238,proyek tol semarang-batang robohkan 164 masjid,proyek tol semarang-batang robohkan 164 masjid,13-jul-17
826249,"fluoride sangat berbahaya, bisa menyebabkan kanker","fluoride sangat berbahaya, “bisa menyebabkan kanker tulang, oestoporosis, masalah persendian, turunnya kadar testoteron dan estrogen, dan sanggup mengkorosi lapisan enamel gigi. bahkan dikatakan jika fluoride lebih merusak gigi ketimbang garam” – “apa bahan utama pembuat racun tikus? yakni sodium fluoride. ini adalah zat kimia ionik yang paling beracun setelah potasium dikromat”",28-jun-17
826342,"temuan kecurangan penghitungan suara di tps 31 menteng, suara anies-sandi melonjak 1000%","wow, kami baru menemukan ada kecurangan dalam penghitungan suara, dari data yang kami himpun, kami menemukan bahwa kpps melakukan kecurangan dalam menghitung suara. terbukti dari hasil rekapitulasi suara ahok-djarot mendapatkan suara 268 dan anies-sandi mendapatkan 88 suara.",20-apr-17
826716,china ciptakan sayuran kol sintetis,china ciptakan sayuran kol sintetis,7-jan-17
826852,foto presiden dan wakil presiden berlatar bendera merah,"warna bendera ri cuma merah ?
 tolong bantu dicek lagi teman !
 bila ditempat kerja, atau di ruang kelas anda masih terpasang foto presiden dan wapres yang latar belakangnya cuma berwarna merah. supaya dicopot dan diganti dengan foto yang benar. yaitu foto presiden dan wapres dengan latar belskang bendera merah putih.
 ingat, negara kita masih indonesia",15-dec-16
827206,"running text di manggarai gunakan aksara china, bukti indonesia dikuasai mereka",sebuah foto yang menggambarkan situasi distasiun dan terdapat sebuah papan running text berbahasa china.,4-apr-16
827247,lawan pelaku teror thamrin akbp untung gunakan pistol buatan tahun 1911,lawan pelaku teror thamrin akbp untung gunakan pistol buatan tahun 1911,23-jan-16
827337,pria bojonegoro meninggal karena mendengar musik dari hp nya sambil tidur & korslet.,"seorang pria di bojonegoro meninggal akibat menggunakan hp.
 
 dia mendengar musik pakai handset, saat hpnya di charge dan ketiduran.",24-oct-15
827521,pemberitahuan pemadaman listrik wilayah kabupaten brebes,pemberitahuan pemadaman listrik wilayah kabupaten brebes,12-aug-20
827773,twit felix siauw: membela kelepon nggak ada dalilnya,"membela kelepon nggak ada dalilnya , nggak ada panduannya | membela kurma , jelas pahalanya , jelas pahalanya . jelas contoh tauladannya",23-jul-20
827841,foto ini penampakan beberapa orang china berseragam brimob/polisi,ini penampakan beberapa orang china berseragam brimob/polisi,19-jul-20
827947,gambar pilih golkar,pilih golkar asuu jangan pdi pelerr,8-jul-20
828166,"artikel terungkap, cium istri tetangga ternyata dapat membawa kebahagiaan-ini penjelasanya!","terungkap, cium istri tetangga ternyata dapat membawa kebahagiaan-ini penjelasanya!",12-jun-20
828423,200 orang di pasar karombasan reaktif rapid test,"untuk semua.. mohon jangan dulu ke pasar karombasan mulai sekarang.. hasil tes kemarin reaktif ada sekitar 200san..area masuk zona merah dari pasar karombasan sampai seputaran golden, samping rs siloam bagikan pada rekan kalian",14-may-20
828642,the pray for italy video,pray for italy #nepal #stayhome #corona,27-apr-20
828812,videos of italian suicide who lost entire family to corona,the person committed suicide in the following video-clip belonged to italy whose entire family members were dead caused corona virus and he also spread his whole wealth in the streets before suicide as the money couldn’t save the lives of his family,9-apr-20
828854,pengumuman dia masih punya stok malu,pengumuman dia masih punya stok malu,3-apr-20
829061,video gara2 corona ada orang jatuh dari motor cuma di liatin,gara2 corona ada orang jatuh dari motor cuma di liatin… kameramen pekok,18-mar-20
829310,"alhamdulillah.akhirnya aktor laga jackie chan, sudah resmi memeluk agama islam","alhamdulillah.akhirnya aktor laga yang terkenal jackie chan, sudah resmi memeluk agama islam",14-feb-20
829330,thailand berhasil sembuhkan pasien virus corona dengan ganja,"thailand berhasil sembuhkan pasien virus corona dengan ganja”. artikel ini dimuat di situs jurnas[dot]com pada senin, 03 februari 2020.",12-feb-20
829560,video terjadi tsunami malam tahun baru 31 desember 2019 seluruh indonesia,semogaa tuhan lindungi ktong samuaa,31-dec-19
830430,dampak mekanisme pertahanan kaki seribu,"sekedar berbagi cerita…
jangan dianggap sepele…supaya kita lebih hati-hati",21-jul-19
830972,jokowi diruqiyah dan tambah ilmu ghaib untuk menangi pilpres 2019,". info a1, 2 hari lalu jokowi sedang di rukiah + menambah power kekuatan ilmu goib, semenjak januari 2019 jkw sering mengalami kesurupan, teriak-teriak, bahkan ngomong sendirian.",20-apr-19
831127,jokowi sdh berkunjung ke christchurch,"diam2..tanpa banyak omong, presiden ri jokowi sdh berkunjung ke christchurch – new zealand..keren abis",22-mar-19
831660,pramuka dajjal,"ap maksudnya coba?

ini disuruh dipasang/dijahit dibju pramuka anak kls.6 sd yg akan ikut kegiatan persami pramuka. baru saja dibagikan akhir tahun ini.",29-dec-18
831747,"puan: jika negara ingin maju dan berkembang, pendidikan agama islam harus di hapus!!","heran orang satu ni..

dibelahan dunia sana..

eropa dan negara” barat yang warganya mayoritas non muslim berbondong bondong masuk islam..

ee malah dia mau mnjauhkan orang islam dari islam..

wahh…

ni orang perlu diwaspadai..",13-dec-18
831770,"hayo nusron kamu bisa, bawa pasukan banser","hayo nusron kamu bisa, bawa pasukan banser",8-dec-18
832175,pihak kepolisian bantah infromasi modus hipnotis dua orang pria berbaju pancasila untuk bencana gempa palu,"“diberitahukan kalau ada yg kerumah.. pakai baju lambang pancasila laki-laki 2 orang dengan mengatas namakan bantuan /peduli palu atau yg lainnya jangan bukain pintu. di bungur rantau ada yg dihipnotis.. lgi keliling sekarang. ( info dari group kelurahan, mohon bisa di teruskan ke warganya agar bisa diantisipasi bersama2 ). #bantu share”",02-okt-18
832218,klarifikasi terkait unggahan akun facebook bernama monik tentang diskriminasi siswa kristen di smpn 13 pontianak,"*tolong viral kan*
 *kepala sekolah smpn 13 pontianak*
 apa pantas seorang kepala sekolah berbicara/mengeluarkan kata” seperti itu kepada murid nya…?",27-sep-18
832401,pollycarpus bantah jadi kader partai berkarya,"setelah lama dikabarkan telah menjadi kader partai berkarya, pollycarpus budihari prijanto, mantan terpidana kasus pembunuhan aktivis hak asasi manusia (ham) munir said thalib, membantahnya.",30-agu-18
832478,kantor bank mandiri di lombok roboh akibat gempa,"sebuah capture’an dari instagram story dengan gambar kantor bank mandiri yang rusak parah, serta lokasi yang menyatakan gambar tersebut diambil di kcp bank mandiri pemenang",20-agu-18
832873,di hari raya ini kami ucapkan kepada pemilik wajah di bawah ini,di hari raya ini kami ucapkan kepada pemilik wajah di bawah ini :,17-jun-18
833124,wika kirim 1.500 pekerja ri garap proyek di aljazair,"https://finance.detik.com/infrastruktur/d-3989388/wika-kirim-1500-pekerja-ri-garap-proyek-di-aljazair
 kl gitu indonesia menjajah aljazair😂",26-apr-18
833220,produk semen tercemar limbah b3,sebarkan agar keluarga anda terhindar dari bahaya penyakit !…,15-apr-18
833510,pak djarot kebaktian di gereja,manusia yg tdk jelas agamanya .. lihat photo sumi/istri sedang pegang & persilahkan santapan kepala babi di atas meja makan dan mengikuti peribadatan digereja .. manusia gini mau diangkat jadi gubernur sumut ????,23-feb-18
833654,duterte ancam tembak pengusaha cina yang nekad bikin proyek reklamasi,"“duterte ancam tembak pengusaha cina yang nekad bikin proyek reklamasi
 mereka tidak bisa seenaknya berbuat di sini (filipina). meskipun mereka punya uang yang banyak. lebih baik bagi saya menembak kepala pengusaha itu, dari pada harus mengkhianati kepercayaan rakyat,” ujar duterte dilansir media setempat! >> ini di philipina
 protes reklamasi ! kalian yang di tembak >> kalau ini di indonesia !”",27-jan-18
833733,aksi 121,aliansi tolak kezholiman facebook’,11-jan-18
834043,video mayat timbul dari tanah kuburan,"wah… seumur-umur baru ini liat kejadian aneh
apakah ini pertanda alam sudah bosan ?? seperti lagu itu.…”.",17-nov-17
834247,malih tong-tong meninggal dunia,"innaalillaahi wainnaa ilaihi roojiun
 
 telah meninggal dunia sosok figur lenong betawi yg km kita kenal pak haji malih. (malih tong tong). mohon doanya semoga di terima amal ibadahnya. dan di berikan tempat yg terbaik di sisi allah swt.
 
 alamat duka: masjid alhuda jl.masjid al ishlah rt 09 rw 07
 ciracas jaktim.",5-oct-17
834345,: isu acara kebangkitan pki di gedung lbh-ylbhi,isu acara kebangkitan pki di gedung lbh-ylbhi,18-sep-17
834421,rangkuman 40 berita hoax kesehatan terbanyak,rangkuman 40 berita hoax kesehatan terbanyak,19-jul-17
835145,"pertemuan netizen dengan kapolri, jendral tito karnavian untuk anti hoax","pertemuan netizen dengan kapolri, jenderal tito karnavian pagi tadi memberikan pesan-pesan seperti ini:
 1. waspadai bahaya pembentukan opini yang berusaha memecah belah bangsa lewat media sosial
 2. #yukcerdas untuk memilah disinformasi dalam bentuk berita bully, bohong atau hoax
 3. waspadai pihak2 yang memanfaatkan kasus ahok untuk mendestabilisasi pemerintahan yang sah, secara ekonomi, kekacauan atau teror
 4. #yukbantu polri dan jajarannya untuk dapat menjaga keseimbangan hak semua pihak tanpa merugikan pihak lain
 5. #salingbantu dan #salingjaga dalam memberi informasi dan laporan ketika ada indikasi hasutan, ajakan",24-nov-16
835647,megawati ingin ubah pancasila,"nih lebih parah , mau merubah pancasila !!",18-aug-20
836308,east-west center: fighting disinformation on the frontlines webinar,"it is imperative that societies have access to accurate information in critical moments such as the covid-19 pandemic. disinformation can have life and death consequences. at the same time, there is growing distrust in health experts and scientific data. hear from diverse experts in the u.s. and asia pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education",19-jun-20
836426,mantan komisioner kpu wahyu setiawan adalah keturunan pki,"tak usah heran, terkejut, atau heboh kalau wahyu setiawan adalah anak dari slamet, sebab memang kakeknya adalah semaun. semaun itu jelas komunis. semaun belajar bareng soekarno (nasionalis) dan kartosowirjo (darul islam). soekarno berkuasa negara, lalu semaun berontak, datang agresi militer belanda ke 2, setelah ditahan soekarno-hatta berkuasa kembali atas negara boneka ini, lalu membungkam kartosoewirjo berikut dengan buah pemikirannya, pki hadir kembali ditangan dn aidit, kemudian soekarno mesra dengan pki terbukti hadirnya nasakom dan berontak untuk kedua kalinya.",5-jun-20
836506,krn pemerintahnya ngeyel & rakyatnya bandel akhirnya indonesia dilockdown dunia,rezim planga plongo krn pemerintahnya ngeyel & rakyatnya bandel akhirnya indonesia dilockdown dunia.info kedubes:,26-may-20
837233,whatsapp: hari jadi ke-9 dapatkan gratis 20 gb,"dapatkan koneksi internet gratis selama 60 hari
 
 dapatkan gratis 20 gb
 
 whatsapp: hari jadi ke-9
 
 anda telah dipilih untuk mengambil bagian dalam survei singkat kami dan mendapatkan 20 gb koneksi internet gratis selama 60 hari.
 
 tersedia untuk semua operator seluler.
 
 kami hanya memiliki 457 paket tersisa.",19-mar-20
837274,"satu lagi mentri kabinet jokowi positif terpapar covid-19, menteri nadien dinyatakan positif virus corona, jalani isolasi secara mandiri","menteri nadien dinyatakan positif virus corona, jalani isolasi secara mandiri",17-mar-20
837369,"suku dayak dukung ahok full untuk ceo ikn, suku lain gmn??","suku dayak dukung ahok full untuk ceo ikn, suku lain gmn??😍",10-mar-20
837438,foto jokowi memberikan salam saat sholat dengan tulisan salam pancasila,"“salam pancasila,” posting akun facebook rezaa atau @uhhbakk dalam foto presiden joko widodo (jokowi), minggu, 23 februari 2020.",26-feb-20
837850,video garam dapur yang mengandung serpihan kaca,garam yg mengandung serpihan kaca,17-dec-19
837901,will smith dan jaden smith meninggal dunia akibat kecelakaan mobil,will smith and his son jaden smith died in car crash after an ultimate car and truck collision,9-dec-19
838061,"shoflens kadang dipasang kiri, kadang dikanan","seluruh indonesia kena tipu.
 manusia kadang kelupaan..
 itu shoflens kadang dipasang kiri, kadang dikanan..
 maaf cuma mengingatkan aja pak.. 😂😂
 
 #seluruhindonesiakenatipu",8-nov-19
838095,si jae merasa tersaingi,"si jae merasa tersaingi,",29-oct-19
838203,panglima tni...udah pada tau kan arahnya kemana.makan yg banyak ya jendral biar tambah sehat....,panglima tni…udah pada tau kan arahnya kemana.makan yg banyak ya jendral biar tambah sehat…,7-oct-19
838257,"sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. tuan, kini kita sama. #bloodyshoes","sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. tuan, kini kita sama. #bloodyshoes”",27-sep-19
838325,kitab yang di berikan ke si cewe di film the santri ternyata kitab qurrotul uyun,"santri pacaran di hutan njuk yang di baca kitab qurrotul uyun. walaah iki maksud e priben?
 pacaran njuk belajar anu. tata cara anu mulai ciuman sampai anu. sumpah saya baru ngeh kitab yang di berikan ke si cewe ternyata qurrotul uyun.
 ajur jum jum
 #boikotfilmthesantri",18-sep-19
838373,"kemana dan mengapa kpai diam saat anak-anak diajari demo, bela khilafah, teriak-teriak bunuh ahok ?",massa yang terdiri atas usia anak-anak hingga remaja ikut dalam aksi di sekitar gedung mahkamah konstitusi (mk). komisi perlindungan anak indonesia (kpai) meminta aparat keamanan untuk melakukan tindakan persuasif agar massa ini bersedia pulang.,10-sep-19
838788,sidoarjo : mayat baru dimasukan di liang lahat terbakar,"sidoarjo : mayat baru dimasukan di liang lahat langsung terbakar padahal belum sampai ditutup papan penutup. subhanallah ya allah. dosa apakah yg dia lakukan sehingga begitu cepat engkau perlihatkan dgn orang2 yg masih hidup, subhanallah… makanya hukum karma berlaku . itu di perlihatkan bagi orang2 yang masih hidup , bahwa siksa kubur ada , belum lagi siksa neraka ( akhirat) . buat pelajaran bagi orang2 tang masih sehat wal ‘ afiat .",24-jun-19
838844,peaceful days in shanghai,peaceful days in shanghai.,12-jun-19
838864,"tolak infrastruktur buatan jokowi, dua mobil pendukung prabowo nekat mudik susuri jalan sawah",judul berita ini pasti editan. gak mungkin pendukung prabowo susuri sawah. wong mereka bisa terbang..,3-jun-19
839038,"klarifikasi putra aji adhari, anak kelas ll mts yang bobol situs kpu pemilu 2019","anak kelas ll mts bobol situs kpu pemilu 2019, hoax! hati-hati #hoaxpemilu karena #faktapemilu kejadian tersebut tahun 2017, web yang dimasukinya adalah ppid.kpu.go.id, bukan web pemilu 2019. #kpumelayani",4-may-19
839469,ustadz yusuf mansur mengatakan jika umat islam tidak mau dikatain radikal pilihlah jokowi,ustadz yusuf mansur akhirnya buka suara; umat islam jika tidak mau dikatain radikal pilihlah jokowi,25-feb-19
839540,sms dukungan buat jokowi di pilpres 2019,"mui mengajak semua ummat bersatu mendukung jokowi pada pilpres 2019,",12-feb-19
840482,aksi mahasiswa unisba bdg meminta @jokowi mundur,"“aksi mahasiswa unisba bdg meminta @jokowi mundur hari ini, nostalgia kampus perjuangan”",15-sep-18
840539,"utang negara bertambah, cina minta pulau sumatera dan jawa dijual untuk utang ri","utang negara bertambah, cina minta pulau sumatera dan jawa dijual untuk utang ri",7-sep-18
840603,website surveyfadlizon.com milik waketum gerindra,"“kalau ada surveyfadlizon.com itu bukan punya saya bukan saya yang buat. pasti yang buat pusat hoax nasional,” ujar wakil ketua umum gerindra, fadli zon, rabu (29/8).",29-agu-18
840686,mike pompeo tidak temui jokowi tanda kuat bakal wasalam,baru tahu tadi bahwa menteri luar negeri as mike pompeo sabtu 4 agustus 2018 datang ke jakarta tapi tidak temui presiden jokowi,15-agu-18
840711,maafkan kami masyarakat lombok,maafkan kami masyarakat lombok,14-agu-18
840781,stadion velodrome di rawamangun jakarta terbakar,telah terjadi kebakaran di salah satu arena asian games 2018 yaitu stadion velodrome,03-agu-18
840799,foto anies baswedan berfoto bersama tokoh isis syekh yusuf al-qaradhawi,"#dukungketegasanpolri jejak digital gak perna berdusta.. betapa mesranya mereka dg idiolog isis..apakah dki mau dijadikan propinsi isis pertama di indonesia.??? bersama syeikh yusuf al-qaradhawi di kediamannya di doha, 15 feb 2009.",20-jul-20
840959,pengasuh pondok pesantren darul falah kh abd rohman qomari meninggal dunia,"telah meninggal dunia guru kita romo yai abd. rohman pengasuh pp darul falah kenongo, blimbing, malang.",5-jul-18
841406,google latih jurnalis kalbar tangkal hoaks,"aji pontianak bersama bersama google news initiative dan internews 
menggelar pelatihan bertema: google news initiative training network, 
kepada 26 jurnalis pelbagai media kalimantan barat di aula kantor radio 
republik indonesia (rri) pontianak, sabtu (14/4).",16-apr-18
841448,membuka lounge judi di arab saudi |  opening a gambling lounge in saudi arabia,opening a gambling lounge in saudi arabia,7-apr-18
841576,surat penetapan nip cpns formasi calon hakim,menindaklanjuti surat sekretaris mahkamah agung selaku ketua panitia seleksi cpns dilingkungan mahkamah agung nomor : 19/pansel/ma/02/2018 tentang permohonan pemeriksaan pemberkasan akhir dan penetapan nomer induk kepegawaian pada cpns di lingkungan mahkamah agung formasi tambahan dan susukan untuk jabatan calon hakim yang dikirimkan kepada pihak kami pada tanggal 28 februari 2018 dan menindaklanjuti surat berita acara serah terima berkas cpns mahkamah agung formasi jabatan calon hakim pada tanggal 28 februari 2018.,14-mar-18
842091,"soal palestina, jokowi diduga ambigu, menipu rakyat dan umat muslim","soal palestina, jokowi diduga ambigu, menipu rakyat dan umat muslim
oleh: natalius pigai
duta besar amerika serikat untuk indonesia joseph donovan menyebut sikap as yang mengakui yerusalem sebagai ibu kota israel sudah dikonsultasikan dengan indonesia. komunikasi itu dilakukan sebelum klaim ini diumumkan presiden as donald trump. “kami telah berkonsultasi dengan para teman, mitra, dan sekutu kami, termasuk indonesia, sebelum presiden trump mengeluarkan keputusannya, ",9-dec-17
842109,bpjs tak tanggung jaminan kesehatan untuk perokok,"“walau info yang beredar bahwa perokok tidak ditanggung bpjs.
terlepas dari pro kontra soal rokok, setiap perokok aktif secara tidak langsung turut membantu bpjs.”.",8-dec-17
842453,pesan berantai tentang penyebab penyakit dalam organ tubuh,"mudah mudahan bermanfaat…..
 
 harap diingat apa yg ditakuti oleh organ2 ini?",4-oct-17
842844,paracetamol mengandung virus machupo,"peringatan urgent! hati-hati untuk tidak menggunakan parasetamol yang datang ditulis p / 500. ini adalah parasetamol baru, sangat putih dan mengkilap, mengandung “machupo” virus, dianggap salah satu virus yang paling berbahaya di dunia. dan dengan tingkat kematian yang tinggi. silakan berbagi pesan ini, untuk semua orang dan keluarga. dan menyelamatkan hidup dari mereka ….. saya sudah melakukan bagian saya, sekarang giliran anda",22-feb-17
843144,berita whatsapp palsu terkait aksi bela yesus,"ijin meneruskan bc
 sehubungan dengan dugaan penistaan agama yang dilakukan rizieq sihab pada 25 desember lalu. maka kami bermaksud melaksanakan aksi bela yesus yang akan dilaksanakan pada :
 hari/tgl : sabtu, 31 desember 2017,
 waktu : 09.00 wib
 tikpul : gereja katedral jakarta pusat
 rute aksi : katedral ~ polda metro jaya.
 tuntutan : tangkap riziek ssihab si penista agama.",29-dec-16
843210,angola melarang agama islam,portal daring posmetro memberitakan bahwa angola melarang islam,16-dec-16
843385,marie elka pangestu dan huawei memasukkan pekerja ilegal ke indonesia,"hanya dg rp 600,000 cina eksodus besar2an ke indonesia lihat latar foto tulisan dibelakang menteri pariwisata marie elka pangestu (cina), selamat datang pekerja ilegal cina hanya dg 600 ribu anda bisa pekerja di indonesia inilah sponsornya huawei dan menteri pariwisata orang cina.",15-nov-16
843470,"sepi dari pemberitaan, tiga biksu asal china ditangkap karena edarkan uang palsu","sepi dari pemberitaan, tiga biksu asal china ditangkap karena edarkan uang palsu",8-aug-16
843533,mendagri menghapus perda syariah tentang membaca al quran di batam,"dalam daftar perda yang dibatalkan oleh kemendagri adalah…
 
 335 kep. riau kota batam penyelenggaran pendidikan dasar dan menengah di kota batam 4 tahun 2010",24-jun-16
844032,gambar dicari orang hilang sedang mengalami gangguan jiwa karena kebanyakan mikirin utang,"#di_cari_orang_hilang .muhon bantuan nya untuk semua teman2 yg ada di group ini, kalau ada yg jumpa dgn orang ini hubungi no.085667158207. menurut kterangan keluarga orang ini sedang mengalami gangguan jiwa. kebanyakan mikirin utang",3-aug-20
844275,surat panggilan wawancara kerja pt pertamina 14 juli 2020,"berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja saudara yang kami terima,dengan ini kami sampaikan bahwa berkas lamaran saudara memenuhi persyaratan yang telah ditentukanpanitia seleksi recruitment karyawan (i) pt pertaminadiharapkan kehadiran saudara untuk mengikuti tes seleksi wawancara",13-jul-20
844461,hotman paris bagi-bagi hadiah di facebook,hotman paris ada uang total 20 milyar dan mobil mewah buat kalian semua tanpa diundi,24-jun-20
844664,hj.sudjiatmi betul-betul tersiksa di alam kubur secara bengis,"sudjiatmi tersiksa di alam barzakh ibu presiden joko widodo (hj.sudjiatmi) betul-betul tersiksa di alam kubur secara bengis, sadis, secara brutal dan secara sangat kejam tanpa ampunan…",29-may-20
844826,tidak menggunakan masker denda rp300 ribu di semarang,"perhatian…. sepanjang jl. mataram dr. cipto & jalan besar lain nya . hari ini ada operasi “masker” bagi siapa tidak gunakan masker kena denda rp.300.000,-operasi tersebut gabungan pm & polisi mohon gunakan masker.",13-may-20
845334,dampak virus covid-19 hubungan suami istri jadi terancam,"seruan gubernur daerah khusus ibukota jakarta nomor 6 tahun 2020
 penghentian sementera hubungan suami istri dalam rangka penghentian virus covid-19 di lingkungan keluarga",27-mar-20
845367,pinjaman 2 juta untuk pengemudi gojek agar berdiam diri di rumah,"info penting
 
 rekan mitra gojek,
 
 kami selaku gojek indonesia sangat mengkhawatirkan
 
 mitra, untuk itu kami memberi dana pinjaman sebesar 2 juta rupiah
 
 terkait covid-19 dimana virus ini sangat berbahaya
 
 maka untuk para mitra dianjurkan berdiam diri dirumah",24-mar-20
845604,jangan tinggalkan barang berharga di mobil,"hati2 alat ini sdh bisa di beli di malaysia dan indonesia.
 jangan taruh barang berharga dalam mobil. pintu mobil bisa di buka dng alat ini.",29-feb-20
845666,"serangan virus corona belum berakhir, kini negeri china dirundung serangan tentara baru dalam bentuk nyamuk jumbo dan burung gagak","serangan virus corona belum berakhir …kini negeri china dirundung serangan tentara baru dalam bentuk nyamuk jumbo dan burung gagak…
 sungguh azab allah itu nyata…
 semoga kita selalu dalam lindungan allah swt…",19-feb-20
845713,pengemudi ini mencoba kabur dari pemeriksaan #coronaviruscamp,"pengemudi ini mencoba ‘kabur’ dari pemeriksaan #coronaviruscamp.
 
 demikianlah, setiap manusia sejatinya tidak nyaman selalu diperiksa. apalagi kemudian diisolasi dalam kamp, apapun istilahnya.
 
 bayangkan saudara muslim #uyghur, yg sejak 2016 diperlakukan hal yg sama.",12-feb-20
846011,informasi 12 tempat rawan begal di surabaya oleh kapolrestabes surabaya,"informasi dari group sebelah:
 
 12 tempat rawan begal sadis di kota surabaya. mohon menghindari area ini demi keselamatan bersama, all:
 
 jalan lingkar barat lakarsantri surabaya
 kebun bibit wonorejo surabaya
 jalan kalibokor surabaya
 samping utara masjid al akbar jambangan surabaya",23-dec-19
846089,kemenpan-rb mengklarifikasi soal pembagian nip untuk cpns yang beredar melalui pesan berantai,"kami tegaskan bahwa informasi tersebut tidak benar. saat ini, proses seleksi cpns dalam tahap verifikasi administrasi,",10-dec-19
846268,secara dejure megawati - prabowo presiden & wapres 2019 -2024,secara dejure megawati – prabowo presiden & wapres 2019 -2024,31-oct-19
